Tweet,Keyword,tweet_lowercase,tweet_without_stopwords
"Although Nepal’s national drug regulatory authority on Friday granted emergency use approval to Covaxin, the Covid-19 vaccine developed by an Indian private company, authorities are unsure when and if the vaccine will come to Nepal.  — by @arjunpoudeltkp",emergency,"although nepal’s national drug regulatory authority on friday granted emergency use approval to covaxin, the covid-19 vaccine developed by an indian private company, authorities are unsure when and if the vaccine will come to nepal.  — by @arjunpoudeltkp","although nepal ’ national drug regulatory authority friday granted emergency use approval covaxin , covid-19 vaccine developed indian private company , authorities unsure vaccine come nepal . — @ arjunpoudeltkp"
Chopper carrying State Minister Kunti makes emergency landing in Manang  ,emergency,chopper carrying state minister kunti makes emergency landing in manang  ,chopper carrying state minister kunti makes emergency landing manang
"United Nations calls for support to its Nepal Covid-19 emergency response plan The Rs9.7 billion plan fund is being set up to assist 750,000 of the most vulnerable people affected by the pandemic. ",emergency,"united nations calls for support to its nepal covid-19 emergency response plan the rs9.7 billion plan fund is being set up to assist 750,000 of the most vulnerable people affected by the pandemic. ","united nations calls support nepal covid-19 emergency response plan rs9.7 billion plan fund set assist 750,000 vulnerable people affected pandemic ."
Planned energy emergency likely to last for 3-5 years  ,emergency,planned energy emergency likely to last for 3-5 years  ,planned energy emergency likely last 3-5 years
Read why Buddha Air flight was forced to make emergency landing at Biratnagar (Update)  ,emergency,read why buddha air flight was forced to make emergency landing at biratnagar (update)  ,read buddha air flight forced make emergency landing biratnagar ( update )
"Authorities in Australia's Queensland and New South Wales states declared a state of emergency on Monday, urging residents in areas deemed at most risk of fires to evacuate. ",emergency,"authorities in australia's queensland and new south wales states declared a state of emergency on monday, urging residents in areas deemed at most risk of fires to evacuate. ","authorities australia 's queensland new south wales states declared state emergency monday , urging residents areas deemed risk fires evacuate ."
EDITORIAL: Gasping for air The government’s response to the ongoing air pollution emergency is grossly inadequate. ,emergency,editorial: gasping for air the government’s response to the ongoing air pollution emergency is grossly inadequate. ,editorial : gasping air government ’ response ongoing air pollution emergency grossly inadequate .
"Russia’s invasion of Ukraine has already begun so Britain will impose sanctions on Russia, a senior British minister said on Tuesday as Prime Minister Boris Johnson chaired an emergency government response meeting over the Ukraine crisis. ",emergency,"russia’s invasion of ukraine has already begun so britain will impose sanctions on russia, a senior british minister said on tuesday as prime minister boris johnson chaired an emergency government response meeting over the ukraine crisis. ","russia ’ invasion ukraine already begun britain impose sanctions russia , senior british minister said tuesday prime minister boris johnson chaired emergency government response meeting ukraine crisis ."
"According to the National Emergency Operation Centre statistics, the number of disasters—natural and manmade—has seen a significant rise nationwide in the last three years nationwide— @CK_Mandal ",emergency,"according to the national emergency operation centre statistics, the number of disasters—natural and manmade—has seen a significant rise nationwide in the last three years nationwide— @ck_mandal ","according national emergency operation centre statistics , number disasters—natural manmade—has seen significant rise nationwide last three years nationwide— @ ck_mandal"
"Probe committee formed to investigate medical workers for negligence A doctor and two assistant health workers stationed at Koshi Hospital emergency ward, on Wednesday, had declared an 18-day-old infant, who was alive, dead.  — by Binod Bhandari",emergency,"probe committee formed to investigate medical workers for negligence a doctor and two assistant health workers stationed at koshi hospital emergency ward, on wednesday, had declared an 18-day-old infant, who was alive, dead.  — by binod bhandari","probe committee formed investigate medical workers negligence doctor two assistant health workers stationed koshi hospital emergency ward , wednesday , declared 18-day-old infant , alive , dead . — binod bhandari"
Help Needed: Finance Minister holds emergency meeting with donors to seek prompt relief. #NepalQuake ,emergency,help needed: finance minister holds emergency meeting with donors to seek prompt relief. #nepalquake ,help needed : finance minister holds emergency meeting donors seek prompt relief . # nepalquake
